ID,Y
5972,2007.0
57116,1978.0
29076,2000.0
83358,2007.0
84664,2003.0
17164,1995.0
15703,2011.0
94703,2004.0
4494,2008.0
62639,2004.0
390,2007.0
62391,1991.0
18989,2007.0
49756,2007.0
49414,2008.0
59861,1999.0
55405,1989.0
33835,1996.0
45723,1999.0
53737,2008.0
72512,1993.0
55312,2004.0
58750,2008.0
34512,1996.0
12385,2005.0
47535,2011.0
1033,2005.0
4116,2010.0
19497,1995.0
50936,2004.0
44073,1991.0
13733,2007.0
60693,2009.0
86822,2003.0
59976,2004.0
67459,2008.0
72060,2010.0
15411,2002.0
2066,1994.0
53516,2006.0
20393,2003.0
32790,2010.0
42934,2005.0
79599,2006.0
24730,1994.0
61839,2008.0
33717,1992.0
62038,2006.0
86174,2009.0
57944,1998.0
3887,2008.0
2516,2009.0
76583,2010.0
25597,2010.0
15239,2002.0
90042,2008.0
95928,1997.0
54829,1991.0
21540,1998.0
4963,2004.0
34515,2003.0
13016,2004.0
17015,1988.0
41843,1997.0
492,2008.0
12603,1996.0
72096,2007.0
2658,2009.0
18011,2001.0
35857,1990.0
22843,2002.0
57530,2003.0
37765,1994.0
74770,2008.0
63032,2000.0
45407,2008.0
68861,1997.0
60427,2003.0
2248,2001.0
29125,2007.0
45382,1992.0
1691,2008.0
95158,2009.0
22949,2001.0
82480,2006.0
86867,2009.0
83924,2010.0
45665,2007.0
28281,1994.0
346,2011.0
79891,2006.0
70041,1997.0
84169,2010.0
70133,2007.0
8302,2004.0
74740,1994.0
70050,2001.0
57823,1999.0
79961,2010.0
18209,2009.0
51986,2002.0
80749,2005.0
46741,2008.0
19661,2009.0
34452,1997.0
85471,2002.0
20958,2001.0
59085,1994.0
58552,1998.0
1658,2002.0
54162,2010.0
46922,1990.0
54933,2009.0
49164,2009.0
50575,2002.0
96260,2009.0
68367,2009.0
66051,2005.0
63764,2007.0
78958,1993.0
58766,2007.0
9658,1992.0
57458,2009.0
56037,2009.0
50217,2002.0
23112,1995.0
46887,2006.0
30808,1997.0
64098,2003.0
63404,2002.0
35298,1998.0
28682,2004.0
80542,1994.0
80285,1999.0
79480,2010.0
30377,2001.0
75584,2001.0
41958,1995.0
42487,1991.0
73070,2003.0
34202,1998.0
44425,2008.0
33802,1995.0
42323,1995.0
95451,1998.0
95845,2005.0
28990,2010.0
79295,2011.0
17469,1996.0
19062,2002.0
19765,2004.0
19588,2006.0
1887,2007.0
55469,2010.0
29349,2004.0
58174,2008.0
59243,1992.0
238,1998.0
21892,1992.0
49598,2003.0
72440,2001.0
76136,2002.0
74701,2003.0
67315,2006.0
63434,2002.0
11196,2002.0
63137,2003.0
22653,1991.0
