ID,Y
5972,2007.3166813709086
57116,1992.8245333801858
29076,2001.1673791035512
83358,2010.1087597082558
84664,2002.6918881885313
17164,2004.2620994039407
15703,2009.1988862586325
94703,2001.9005148966376
4494,2008.978364484723
62639,2001.0965134641824
390,2009.8723298268992
62391,1996.0465792525522
18989,2005.93270806131
49756,2008.679751418617
49414,2007.46850437516
59861,1996.7899527631228
55405,1991.3507039369817
33835,2004.546227079194
45723,1997.0955092167567
53737,2006.9236332873834
72512,2002.5860879855734
55312,2005.3191521320393
58750,1985.269339129005
34512,2003.3615966533769
12385,2004.6690796215253
47535,2008.9144129281615
1033,2005.9668625974998
4116,2007.7913068130101
19497,1990.7833211786717
50936,2005.3697138430005
44073,1983.002848370835
13733,2007.426865497542
60693,2009.0507996351732
86822,2006.047811701417
59976,2010.226726143716
67459,2008.3640105958614
72060,2008.9161819229082
15411,2004.173415636473
2066,1990.436879945555
53516,2007.2917149490129
20393,2002.6115828831207
32790,2009.1984957251286
42934,2007.2216457232967
79599,2005.9550623487746
24730,1997.4984406814294
61839,2009.0681221010584
33717,1989.311028960715
62038,2005.421008871203
86174,2007.6858446657063
57944,1998.0315804909446
3887,2006.2289572415677
2516,2006.4012386692848
76583,2008.462646216334
25597,2008.430191562604
15239,2001.2658207462202
90042,2008.498166295201
95928,1998.7181202582963
54829,1995.0986591116286
21540,2004.9628424574416
4963,2006.2084762162183
34515,1982.368098012072
13016,2000.8695729732053
17015,2008.984615084437
41843,2001.145416420211
492,2007.94578850264
12603,1992.7938718694497
72096,2007.4259561731876
2658,2008.2158174932783
18011,1999.9756206207871
35857,1989.6952720496208
22843,1998.3593718763407
57530,1997.2403173668322
37765,2002.2244027780719
74770,2005.6600344979386
63032,1996.9497000436434
45407,2003.4712359292237
68861,2001.107496751017
60427,2004.0927148965852
2248,2000.0209853981896
29125,2005.716008833596
45382,2001.8437971044357
1691,2001.923646892394
95158,2008.1361784248281
22949,1995.6584886808664
82480,2009.221802983733
86867,2008.3365690685425
83924,2008.9729650614968
45665,1981.8175877516883
28281,1995.0158871744059
346,2008.7413177878109
79891,2007.8127210950556
70041,2000.4392590168056
84169,2008.7206576417755
70133,2007.4276237265906
8302,1993.187283400689
74740,1989.2138659287048
70050,2006.3818458241935
57823,1998.8413971410243
79961,2008.6327921191962
18209,2007.9579245723103
51986,2007.0933729826031
80749,2003.16479388756
46741,2008.5682014426395
19661,2008.3826047002424
34452,1998.335629291869
85471,1998.3412811282321
20958,2006.2948600332973
59085,2003.942399382807
58552,1975.6773239784216
1658,1997.0874984237691
54162,2009.2109188036436
46922,1993.5433188696059
54933,2008.5371982138238
49164,2008.3738652615589
50575,2003.5147740934217
96260,2008.549785372907
68367,2008.6853379300112
66051,2001.7507824245724
63764,2008.135161920133
78958,2013.080301708434
58766,2004.1037569714433
9658,2001.3264910437933
57458,2007.015414485844
56037,2008.3895019315325
50217,2002.3729909696633
23112,2009.6256256594068
46887,2005.5522822225485
30808,1964.112190593747
64098,2002.401356949807
63404,2004.0751188384347
35298,2001.1412002659984
28682,2005.4039212232105
80542,1990.665413540716
80285,1999.8229801541013
79480,2009.1115451770008
30377,2000.4408634879123
75584,1981.0796048694765
41958,1988.860975193108
42487,1985.2667389275437
73070,2005.8170611317776
34202,1998.7678908117405
44425,2006.5277521915839
33802,1998.9722650959054
42323,1990.1044839041003
95451,2001.181016924584
95845,1996.4463086976662
28990,2009.9486821436446
79295,2006.4502620009657
17469,2000.5294922120145
19062,2002.9702579471411
19765,1996.4088582021025
19588,2007.7578408762458
1887,2008.6072124149102
55469,2009.0379292880714
29349,2002.1363482113231
58174,2005.254580958399
59243,1978.821271845948
238,2002.359243080278
21892,1980.864858554323
49598,2000.7218383620195
72440,2002.9620998566004
76136,1996.1302277953378
74701,2001.135799070708
67315,2006.947840843144
63434,2000.7627234026188
11196,1942.5673078615819
63137,2001.3832079577453
22653,1991.5084450807215
1631,2000.9474562183836
14551,2001.3724520417825
90686,2009.3001862436759
25930,2008.2711078642176
7615,2008.01543626698
86630,2008.9813159858124
78478,2002.081213962484
75476,2001.949040598667
40303,2006.8576869999563
93561,1974.9634231714665
94329,2008.577404961919
45568,2006.22236409602
87119,2008.8809997232263
26662,2002.1387244485488
48238,2008.3103463077025
13535,2003.0575903382237
42468,2008.1293623798367
22534,2008.8921782082036
69445,1988.1609579487933
39439,2002.3430986403137
6230,1998.2944347286161
51514,1960.1399696479477
23631,2006.6187667783772
48765,2007.6498395525916
8707,1998.2013716478607
66901,2008.9304031877746
82684,2002.2958599809213
14956,2007.8814129536324
40672,1989.354432546264
87850,2008.3931743066562
45748,1985.952316977703
75757,2007.8613132879047
66311,2000.394800545451
89509,2007.6604555693602
34959,2007.933237100917
25168,1991.036744136324
49651,1996.0625809112364
24721,1994.263235287672
43447,2007.1846998073001
79964,2008.5713437238717
30699,2000.208944882683
10792,2005.3542790183433
4604,2002.3546725604772
23377,1996.6953591486724
80284,2001.4252215114575
23136,2005.3520860079102
45315,2006.7963872668545
41735,2004.793995019975
46601,1988.3109569545065
62102,2009.7643656612738
83416,1988.2632688974604
2986,2008.108008394892
46446,2006.045963668977
5523,2008.735773736683
16224,2003.317108545503
57618,2005.241092712116
87569,2008.253590389503
17779,1999.2490365193394
66913,2008.4211889273715
33052,2004.1181348912803
54412,2004.3949342025446
5235,2006.7678102739687
56123,1996.2664529368321
42491,2004.6422647791385
50511,2003.3728318517649
79795,2000.6969195989195
63609,2008.9840534734928
73862,2008.5013134138671
41155,1998.0170828932974
89902,2007.9842826452073
67269,1999.5120942457113
55907,2005.097733331708
38000,1955.2434008772755
57189,2007.5803438251871
61231,1984.0366138367228
29004,2004.8243981454627
55926,2000.7616686763665
8530,2001.581816463097
80075,2005.6878782486328
79439,2005.1202735550476
61269,2008.0319501676718
30219,2005.2185511932546
39147,2007.4832672910477
8295,2006.9210813607795
70026,1991.174499481953
44355,1999.075693915912
69111,2003.4608550122819
22230,1995.6962353155468
7020,1987.9096400731771
11088,1991.972168489225
80496,2001.9063815295722
10914,1998.5907763081116
13307,2005.2769909290855
73068,2005.9047279208864
47126,2001.117956185632
90375,1995.7895971833193
5959,2008.3003440967746
50376,1998.3707892967884
74055,2007.537583274359
19050,1996.4039442058663
72238,2002.811059270956
64775,2005.3842007309547
40598,1947.1778453596996
56730,1999.9515389987291
54083,2003.1255425540048
86122,2002.894042666644
46208,2006.8547946300123
13452,2007.0330891435342
86200,2008.0694766050349
26575,2008.8792550960936
91578,1994.3938759972098
26981,1998.3255626433659
72919,2007.3607468008088
28657,2006.659084257167
87286,2001.4536209119472
89,2008.3540248532456
82144,2006.412659681192
51875,2001.9000698023572
70100,2009.609563331352
53065,2001.108029736595
63099,2002.8586811535176
18005,1995.6578327723446
59839,2007.7739919220373
717,2008.675850486755
73234,2005.8787737177543
60098,2007.7255651876083
95069,2009.4010735972274
89472,2007.6887359101004
42448,2007.0316193637834
18970,2007.9618262786846
96021,2003.4543900727224
80171,2004.5631370230692
16145,1992.3989993085474
13138,2003.7885245726545
84514,2001.9353090705981
80349,2007.4994030394373
79274,2009.244464225146
2975,1997.3115044206122
30596,1997.2492604836445
68640,2001.4564325102326
4410,1997.337004786557
88157,2006.1893369235115
59540,2000.6900250921826
72063,2008.7597090449005
57960,1991.5628032257598
6731,1967.261136743756
96346,1967.759824153072
37742,2007.736319810129
88854,2007.6300130382112
41184,2008.7484304978598
21944,2009.191845595562
52549,2001.5351660424187
48308,2001.7779107975784
510,2012.075769516471
11564,2008.561441638724
1853,1998.0246538112954
91240,1996.2418838616811
35196,2008.6472632515804
23865,2007.5306276681079
2402,1999.8507652524124
44898,1998.2240659857855
69917,2009.1755784192508
67293,2009.2135602516344
54563,2007.0617506189808
54580,2007.5038510824345
21061,1996.5496072741942
28008,1998.7486430928727
20544,2007.6259095833323
96209,2003.9495827476055
35206,1990.2222465582656
85179,2005.3636320366488
23630,2007.2748890268028
45149,1997.644327365218
79192,2001.1760206958145
23223,2005.933975301451
72426,2008.6674662485273
58811,2007.8196299449885
18747,2001.4622082136261
85550,2004.4045648910574
46447,2006.3979126283045
18244,2002.6015021048634
24319,1995.198955304936
27116,2001.1591494361112
5013,2006.4371555846217
83645,2007.7853100356908
25314,2005.9054004092245
51785,1994.7982701682931
32538,2004.0094044058599
4056,2008.977940919729
42838,1995.7354598033369
83916,2003.382639264794
15381,2006.5135904804492
1308,1968.6479851324425
93070,1990.7708333679545
93833,2005.9105177122885
61115,2008.1228315330106
78438,2001.1676252918412
4779,2001.8568570977357
74916,2007.3894196610602
40843,1976.1265600119618
49674,1977.7711205112748
5652,2007.6894864221117
82614,2005.0775689578484
35551,1989.0663080700178
64963,2009.9277636861193
26853,1997.4881572161055
5927,2001.382162014475
496,1981.5178670040475
84582,2008.5150296044503
3072,2003.406945788707
43844,2008.7497184548106
76882,1994.442070921427
69754,1999.344886716862
58952,2008.7961081229143
13744,2006.7775544077206
42080,2004.7809016838833
16778,1996.4156799124241
54231,2003.3465142903233
22014,1999.9643351432494
51190,2002.6144901522837
78104,2002.1393317472891
69186,2002.2327414184915
29021,1999.7101193049511
54343,2005.737660886558
56693,2008.5532454626366
92585,2006.819082723742
81710,2006.1466425034746
28665,2008.2586989033693
13716,1993.5948664926723
60008,2009.0808452197043
56,2008.4239657389714
13570,2007.8534833028543
10174,2000.665024597172
26381,2002.3115620924389
81145,1999.2469808886194
37587,2008.2528278921943
28712,2008.8339300895916
73353,2001.4518270248816
55878,2008.3847767127115
